1	race	age	engnat	gender	hand	source	country	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10
13493	3	33	1	2	1	1	GB	2	3	2	5	1	2	4	5	1	5	5	3	5	4	5	4	5	2	4	4	1	5	1	5	2	5	1	5	5	4	4	1	4	4	3	5	5	2	1	3	5	5	5	4	4	2	4	3	5	3
13494	11	21	2	1	0	1	PH	3	3	1	2	3	5	3	4	3	5	3	2	2	3	4	3	2	2	5	3	4	2	5	4	4	4	4	3	4	3	3	3	4	4	2	4	5	3	4	3	2	4	3	5	5	2	3	2	5	4
13495	3	21	2	1	1	1	IT	2	3	2	4	2	4	1	1	4	4	4	1	5	5	5	5	4	5	5	5	1	3	4	3	3	4	3	4	4	3	3	5	4	5	1	5	2	3	1	3	3	3	5	2	4	2	3	4	4	4
13496	3	27	2	1	2	1	GR	2	3	4	5	4	4	3	2	2	4	1	4	4	3	1	4	5	2	4	3	4	3	2	4	2	2	2	4	4	5	4	4	5	1	4	1	5	3	4	5	5	1	5	1	5	1	5	5	1	5
13497	4	30	2	1	1	1	IN	1	3	3	3	2	4	2	3	3	4	2	4	3	1	5	3	2	5	3	5	3	4	2	4	3	4	2	3	4	4	1	3	3	5	2	3	3	4	2	4	3	4	3	2	3	2	4	2	3	4
13498	3	20	1	1	1	5	GB	4	1	5	1	4	2	4	4	4	2	2	4	2	4	3	1	1	1	2	2	1	5	3	5	1	3	2	4	3	4	4	4	5	2	2	4	4	2	2	4	4	1	5	1	4	1	5	3	3	5
13499	11	48	2	2	1	1	TH	2	3	4	2	4	2	2	4	4	4	2	4	2	1	3	1	2	1	2	1	2	3	1	3	3	4	2	3	3	4	3	1	2	1	3	1	2	3	4	3	3	3	5	1	4	1	4	2	4	4
13500	1	34	2	1	1	1	FR	3	2	3	4	4	1	3	3	3	3	5	1	5	1	4	5	5	5	4	5	3	5	2	4	2	5	2	3	3	4	3	4	5	5	2	3	4	3	2	4	5	1	5	1	3	1	3	5	5	3
13501	3	22	0	2	1	1	PT	5	1	3	2	5	1	5	3	3	2	4	3	5	3	4	4	3	4	3	3	1	5	1	4	1	5	1	4	4	4	3	4	4	4	3	4	3	3	4	3	4	1	5	1	4	1	5	3	3	5
13502	7	15	1	1	1	1	AU	4	1	5	2	4	2	4	2	5	4	2	4	2	5	2	1	1	1	2	1	2	4	4	3	2	4	2	3	2	2	3	2	4	1	3	2	3	2	3	4	5	3	5	1	5	1	4	5	4	5
13503	3	18	1	2	1	2	US	1	3	2	4	2	3	2	5	1	3	3	2	5	1	5	4	2	2	4	4	1	5	1	5	1	5	1	4	4	5	4	1	5	1	4	1	5	2	4	5	5	3	4	2	4	1	4	4	5	4
13504	1	27	2	1	1	1	ID	4	1	4	2	4	2	5	2	4	4	2	5	4	3	4	4	4	4	4	4	1	5	5	3	2	4	2	3	4	3	2	1	5	4	4	4	3	2	3	5	5	1	4	1	5	2	5	5	5	5
13505	3	13	1	2	1	2	US	4	2	5	3	5	2	4	4	4	4	3	4	4	2	4	3	5	3	4	3	1	4	2	5	1	4	2	3	4	4	3	2	5	2	3	4	5	1	4	4	2	2	5	3	4	1	5	3	4	4
13506	3	36	2	1	1	1	BG	4	4	5	2	4	1	2	2	4	4	1	5	4	3	1	2	1	2	2	3	4	4	2	4	2	4	1	3	4	5	4	5	5	1	3	2	5	2	3	5	4	1	5	1	4	1	5	4	3	5
13507	3	18	2	2	1	1	DK	3	3	3	4	4	2	3	3	5	4	5	4	5	2	2	4	4	4	4	4	1	3	2	4	1	4	3	4	4	3	4	3	4	4	2	4	2	3	2	3	4	2	3	2	3	3	4	4	4	3
13508	3	33	1	2	1	1	PL	4	1	5	4	5	2	4	2	5	3	5	4	4	3	4	3	2	1	1	2	1	5	1	4	2	5	1	4	5	5	3	5	5	3	2	5	4	1	3	4	5	2	5	4	4	1	4	3	5	4
13509	3	36	2	1	1	1	PT	3	2	5	1	5	2	5	3	4	3	2	4	4	3	2	1	2	2	1	2	1	4	2	5	2	5	2	3	5	5	4	4	4	1	4	4	3	3	3	5	4	2	4	2	3	2	4	3	5	4
13510	4	28	2	1	1	1	IN	1	2	2	4	1	4	1	4	2	5	4	2	5	1	4	5	4	4	5	4	4	3	2	2	4	2	3	2	4	4	5	1	5	3	4	4	4	3	5	4	4	3	5	3	5	1	4	3	5	4
13511	3	18	1	1	1	1	GB	1	5	1	5	1	4	1	5	1	5	2	4	2	2	1	2	2	1	2	4	2	2	1	2	4	4	4	4	2	2	4	1	5	2	2	1	5	1	2	4	5	1	5	1	4	1	5	4	2	4
13512	3	25	1	1	1	1	US	4	3	3	2	4	2	4	3	3	2	2	4	4	2	3	2	3	2	2	2	2	4	4	3	2	2	1	4	4	4	3	2	4	2	2	2	4	2	3	4	4	2	4	1	3	2	4	4	5	4
13513	13	28	2	2	1	1	NL	4	2	4	2	4	1	4	2	5	1	1	5	2	4	5	2	1	1	2	1	1	4	1	4	1	4	1	4	5	4	1	5	5	3	1	2	5	3	1	5	2	1	5	1	5	1	5	1	2	5
13514	3	17	1	2	1	1	US	1	5	2	5	1	5	1	5	1	5	3	3	2	1	1	4	3	2	1	5	2	4	1	4	2	5	2	4	3	2	2	4	3	3	1	5	3	4	2	2	3	2	5	2	3	1	4	3	5	2
13515	3	24	2	2	1	1	FR	3	2	3	4	4	2	2	4	2	2	4	3	4	5	4	4	5	5	5	5	2	4	1	4	2	4	2	5	5	5	2	2	5	4	2	5	2	4	2	2	3	4	5	2	4	1	4	3	5	5
13516	3	54	1	1	1	1	AU	1	3	1	5	3	5	1	5	1	5	5	5	5	3	5	5	5	3	5	1	1	3	5	3	3	5	3	5	5	3	3	5	3	3	1	5	3	3	3	1	5	5	5	5	4	3	3	1	5	5
13517	3	19	2	1	1	1	IT	2	4	3	3	3	3	2	5	5	5	2	4	5	2	4	2	5	5	4	2	1	4	4	3	1	5	1	4	5	4	3	3	5	3	2	4	3	2	3	3	3	1	3	1	3	2	5	3	5	3
13518	11	21	2	1	1	1	PH	3	2	4	2	5	1	1	4	2	4	3	3	4	3	2	2	4	2	2	3	2	5	1	5	2	4	1	4	4	3	4	1	5	2	5	3	5	1	2	5	5	1	5	1	5	1	5	3	5	5
13519	3	49	2	2	1	1	IT	1	1	5	3	5	2	4	1	1	5	5	3	4	2	5	3	3	3	5	2	3	5	3	5	2	5	2	3	5	5	4	3	5	3	3	1	5	3	3	5	4	3	4	3	4	3	5	4	5	3
13520	3	21	2	1	1	1	GR	2	3	4	4	3	3	2	4	3	5	4	4	4	2	1	1	3	2	1	2	1	5	3	5	1	5	1	3	4	4	3	5	4	1	1	2	5	3	4	5	5	1	1	1	4	4	4	4	5	2
13521	3	28	2	2	1	1	ES	3	1	2	4	3	1	3	5	4	5	5	2	5	1	4	5	4	5	5	5	1	4	4	4	5	4	4	4	5	4	5	5	5	4	1	5	4	5	2	4	5	1	5	1	5	1	5	5	5	5
13522	3	19	1	2	1	1	AU	2	3	5	1	5	1	4	1	5	1	5	2	5	1	3	5	5	5	3	5	3	5	3	4	1	3	5	3	5	3	5	1	1	1	5	1	5	1	5	5	2	1	5	1	3	1	3	3	5	5
13523	3	33	2	1	1	1	IT	5	1	5	1	5	1	5	1	1	5	3	2	5	3	3	3	5	5	4	3	1	5	1	5	1	5	1	5	5	5	4	1	5	5	3	2	2	1	3	5	5	1	5	1	4	1	5	5	5	5
13524	3	20	2	1	1	1	RS	2	4	2	3	2	4	1	5	2	5	3	2	5	2	4	5	4	4	4	4	4	3	2	4	2	5	2	3	5	2	2	3	5	2	2	2	4	4	3	4	4	2	4	1	4	2	4	3	5	4
13525	3	18	2	1	1	1	PT	1	3	3	3	3	1	2	3	3	5	3	2	5	2	2	3	4	3	3	4	4	5	2	2	3	2	3	3	2	3	3	1	5	1	4	1	5	1	3	5	5	1	5	1	4	2	5	5	5	4
13526	4	19	2	0	1	1	GB	5	1	5	2	4	2	3	1	5	3	2	5	3	2	1	1	1	1	3	1	1	5	5	5	1	5	1	3	5	4	2	5	3	5	1	5	1	3	2	2	5	1	5	1	5	1	4	4	5	5
13527	13	20	2	2	1	5	SA	4	5	2	5	3	2	2	1	1	3	5	2	5	4	4	3	2	4	3	4	4	3	1	3	3	5	3	3	4	3	1	3	5	3	3	4	2	3	2	4	4	3	3	3	4	2	1	3	4	4
13528	13	19	1	1	1	1	GB	4	2	5	2	4	2	4	3	5	3	4	4	3	3	2	3	2	2	2	4	2	4	1	4	2	4	2	4	4	4	3	3	4	1	3	2	3	3	2	3	4	2	5	2	4	1	4	3	4	5
13529	3	18	1	2	3	1	GB	4	1	5	2	5	1	5	3	4	2	4	2	5	1	5	5	5	5	5	5	1	5	3	5	1	4	1	5	5	5	4	3	5	3	3	3	4	1	3	4	5	1	5	1	5	1	5	4	5	5
13530	5	17	2	1	1	1	JO	3	2	3	1	4	3	4	5	5	4	2	1	5	2	3	4	4	3	3	5	1	2	1	5	2	5	2	5	5	5	3	5	4	4	1	5	2	3	1	3	5	1	4	1	4	3	5	5	5	5
13531	5	20	2	1	1	1	LB	1	5	3	5	3	4	3	5	2	5	4	5	5	3	1	4	4	5	4	4	5	5	4	5	1	5	2	3	5	4	3	1	5	2	1	5	5	3	3	5	2	5	2	3	5	1	2	3	4	5
13532	3	24	2	1	1	1	MK	2	3	3	4	2	3	1	5	2	4	4	2	3	3	4	3	4	4	3	4	3	3	4	3	3	4	2	3	4	3	4	3	1	3	3	4	4	3	2	2	3	2	5	3	3	1	3	2	4	4
13533	3	30	2	1	1	1	DE	2	5	2	4	1	5	1	5	2	5	1	4	3	3	4	2	2	2	2	2	2	3	2	3	2	5	3	3	2	3	3	4	3	2	3	4	3	2	3	3	3	2	2	2	3	2	4	2	2	4
13534	5	22	2	1	3	1	BH	1	3	5	3	5	1	5	3	5	2	1	5	5	1	1	1	2	1	1	2	5	5	1	5	1	5	1	5	5	5	4	5	5	1	5	1	5	5	4	5	5	1	5	1	5	1	5	2	4	5
13535	3	20	1	1	2	2	GB	4	3	5	2	4	3	5	3	4	2	1	5	1	5	2	1	2	1	1	1	5	2	3	5	3	5	3	3	5	5	4	4	5	2	1	4	4	3	2	4	5	1	5	3	5	1	4	4	4	5
13536	3	27	2	1	1	1	IT	4	2	3	2	4	2	4	2	2	3	3	3	2	4	2	1	2	2	2	2	3	5	2	4	2	4	2	2	4	3	2	3	3	2	3	3	4	2	2	3	5	2	4	1	5	2	4	4	5	4
13537	3	40	1	2	2	1	US	4	2	4	2	5	2	5	4	2	1	5	1	5	1	4	5	3	4	3	3	1	5	1	5	1	4	1	5	5	5	4	2	5	4	4	1	5	3	4	4	3	3	3	4	3	2	3	3	2	3
13538	3	22	2	1	1	1	ES	3	3	3	2	3	2	2	2	4	2	4	4	4	5	3	1	1	1	3	1	2	3	2	4	4	1	3	4	4	4	3	4	5	2	3	1	4	3	2	3	4	1	5	2	4	1	4	1	4	4
13539	11	21	2	1	1	1	PH	2	5	3	3	3	4	3	4	4	4	3	3	3	3	3	4	5	4	4	4	3	4	2	4	3	3	3	3	3	4	3	3	4	2	3	3	4	2	4	3	5	1	5	2	3	1	5	4	3	5
13540	3	24	1	1	2	1	CA	5	1	4	2	4	2	5	3	4	2	3	3	5	4	3	4	3	2	3	2	1	4	3	4	2	5	1	3	4	3	2	1	3	3	3	1	4	3	3	3	3	3	3	2	4	2	3	3	5	4
13541	3	19	1	2	1	1	GB	1	4	1	4	2	4	1	2	1	5	5	2	5	1	5	5	5	5	5	5	2	1	1	4	3	4	5	3	4	3	5	1	5	4	5	1	5	1	5	3	3	1	5	2	4	1	4	3	5	4
13542	11	22	2	1	1	1	JO	2	4	2	3	1	4	1	4	3	5	5	3	4	2	5	5	4	2	4	4	3	4	4	3	2	4	3	4	2	4	2	3	2	3	2	2	4	3	1	4	2	3	4	2	4	1	4	1	5	4
13543	3	15	1	1	1	1	GB	2	3	4	3	2	3	3	3	5	4	3	4	4	2	5	3	3	3	4	2	2	4	3	4	2	5	1	3	4	3	2	3	5	3	1	4	4	3	4	4	3	2	4	2	4	1	4	3	4	4
13544	11	19	2	1	1	1	ID	1	4	2	4	2	2	1	4	2	4	3	4	4	2	4	3	4	3	4	3	2	4	3	4	3	2	2	3	4	3	3	5	4	4	4	4	3	3	4	4	4	2	5	1	4	1	3	4	4	4
13545	4	27	2	1	1	1	IN	1	3	5	5	4	2	2	4	2	4	5	1	5	3	2	4	2	2	3	3	1	5	3	5	2	2	2	4	3	2	3	4	3	4	2	2	4	2	3	4	2	2	5	1	3	2	4	5	5	4
13546	3	21	1	2	1	2	US	4	1	5	1	5	1	5	1	5	2	4	2	4	2	2	3	4	3	4	3	4	4	4	1	4	1	2	2	1	4	4	4	4	2	2	2	4	2	3	4	5	1	3	3	5	2	5	5	5	5
13547	7	16	1	2	1	1	AU	3	3	2	3	4	2	3	3	3	5	4	4	5	3	5	3	3	2	2	2	1	4	4	3	3	5	3	3	3	3	1	4	4	3	1	5	4	4	1	3	3	4	4	1	4	1	3	3	3	4
13548	13	33	2	1	1	1	GR	4	1	5	4	5	4	5	5	1	4	4	4	4	4	1	2	2	3	2	1	1	5	1	4	3	4	2	5	5	5	5	4	5	1	4	1	3	1	2	5	4	1	5	5	3	1	5	4	4	4
13549	11	39	2	2	1	1	AP	4	3	5	3	5	3	5	5	2	3	3	3	4	3	3	2	1	1	3	1	4	5	1	5	2	5	3	4	5	5	4	3	5	3	3	1	3	1	3	3	4	3	4	3	3	3	5	1	4	4
13550	3	31	2	1	1	1	NO	1	3	4	3	3	2	2	3	4	3	3	4	5	4	5	1	1	1	2	1	1	4	1	5	3	5	2	4	2	4	2	5	5	1	1	5	4	3	2	3	5	1	2	3	3	4	3	4	5	3
13551	11	54	2	1	1	1	US	4	2	5	4	5	2	4	5	4	2	2	5	5	5	2	4	2	2	4	2	5	5	3	5	2	3	2	3	4	4	4	5	5	4	2	5	4	2	4	5	5	1	5	2	5	1	5	1	4	5
13552	3	24	2	1	1	1	PT	1	1	1	5	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	5	5	5	1	1	5	3	1	3	1	1	5	5	1	1	5	5	1	5	3	5	1	5	5	5	5
13553	11	42	2	1	1	1	HK	2	4	3	4	3	4	1	2	5	4	5	3	3	3	4	4	3	2	5	1	4	2	3	4	3	3	4	3	3	3	3	5	2	2	4	2	1	2	2	4	2	2	4	1	5	2	3	2	2	4
13554	3	23	1	2	1	1	GB	2	2	4	4	1	2	4	4	2	5	4	3	4	2	4	1	4	2	5	2	2	4	2	2	4	2	2	2	2	4	4	4	4	4	2	2	4	3	4	4	3	3	4	2	4	2	5	2	4	4
13555	1	18	1	1	1	1	GB	5	1	3	4	2	2	4	1	3	3	3	3	2	4	5	2	4	2	4	4	5	3	3	3	4	3	3	3	1	3	2	2	2	4	3	2	2	3	4	3	4	3	2	3	3	3	2	3	5	2
13556	11	17	1	2	1	1	US	1	5	1	5	4	4	1	2	4	5	5	4	5	1	4	4	4	2	5	1	2	4	2	5	2	5	2	5	3	4	5	1	4	4	1	3	5	3	4	2	1	5	5	3	1	3	1	1	5	5
13557	3	21	2	1	1	1	RO	1	4	2	5	2	4	1	5	1	5	4	3	3	1	2	2	3	3	3	4	1	2	1	4	3	4	4	2	2	2	3	1	5	4	3	2	5	3	2	3	4	1	5	1	2	1	3	1	5	3
13558	3	25	1	2	1	1	IT	3	1	5	1	5	1	5	3	4	3	5	2	4	4	3	4	4	4	4	5	4	5	2	5	3	5	2	4	5	5	4	5	5	4	4	5	3	3	4	5	5	1	5	1	5	1	5	5	5	5
13559	1	20	1	2	1	1	US	3	2	5	2	5	1	4	3	3	2	3	3	5	3	3	3	3	3	2	2	1	5	3	4	1	3	1	4	4	4	4	4	4	2	2	2	4	3	5	5	4	1	4	1	4	2	5	3	4	5
13560	11	22	2	2	1	1	PH	3	4	3	5	2	5	1	5	5	5	4	5	5	5	5	4	2	3	4	5	4	4	3	5	3	5	5	2	5	2	4	2	5	4	5	2	5	3	5	5	2	1	5	2	5	2	5	2	5	5
13561	3	15	1	2	1	1	AU	3	4	4	3	3	4	3	4	4	5	3	5	2	5	3	2	2	2	2	2	4	5	1	4	1	4	2	4	4	4	5	4	5	3	4	5	4	3	4	3	5	2	5	2	4	1	5	4	3	5
13562	13	19	1	1	1	1	GB	2	4	4	3	4	4	3	4	2	5	3	4	1	3	5	2	2	2	5	2	5	2	4	1	2	1	3	3	2	3	2	3	3	4	1	3	2	3	3	2	3	2	5	1	3	1	3	4	4	3
13563	4	32	1	1	1	1	SE	3	1	4	2	4	2	4	2	3	3	5	2	4	2	4	4	4	4	3	3	3	3	3	4	2	3	1	3	4	3	3	2	4	4	3	4	3	3	3	3	4	4	4	2	3	4	4	4	3	2
13564	3	23	2	1	1	1	IT	3	4	3	2	4	4	2	4	3	3	4	5	4	2	3	3	3	3	1	1	3	3	3	3	3	4	3	3	3	4	2	1	4	3	3	3	5	3	3	3	2	2	3	2	4	3	4	2	4	4
13565	3	18	2	2	1	1	PT	5	1	5	1	5	1	5	5	5	5	2	4	5	3	2	2	3	2	5	2	1	5	2	5	3	2	1	5	5	4	3	3	5	2	3	5	1	2	5	2	4	2	5	2	4	1	5	4	2	5
13566	3	19	2	2	1	1	RS	4	3	2	4	3	3	2	3	4	4	4	4	3	3	3	4	4	4	3	2	4	4	2	5	4	2	4	3	4	4	4	3	4	4	2	2	4	4	3	3	2	2	4	3	5	1	4	2	2	5
13567	4	266	2	1	1	1	KR	3	3	4	3	4	2	4	5	4	3	1	4	2	5	1	1	2	1	1	1	4	5	2	4	2	3	2	4	4	5	5	1	5	1	4	2	3	2	5	4	5	2	3	1	3	2	5	3	4	4
13568	3	19	1	1	1	1	GB	1	2	3	3	5	1	5	3	5	5	3	3	5	3	4	5	5	2	2	3	1	5	3	5	1	5	1	5	5	5	4	3	5	3	4	1	5	1	3	5	5	1	5	2	5	1	3	4	4	5
13569	11	23	2	2	2	1	MY	2	3	4	4	4	3	3	4	4	5	3	3	5	3	2	2	4	3	3	3	3	3	3	4	3	3	3	3	4	3	3	3	5	2	3	3	3	3	3	4	2	3	5	3	3	1	4	1	3	4
13570	11	32	1	3	3	1	ID	1	3	2	4	2	3	1	3	1	4	4	2	4	3	4	3	4	4	4	4	2	2	1	4	2	5	2	3	4	4	4	3	5	1	5	2	5	3	3	5	4	3	4	2	5	1	5	3	4	5
13571	3	14	1	2	1	1	AU	5	3	4	2	5	3	3	2	5	4	4	4	4	4	2	4	4	5	4	5	2	4	4	3	1	4	1	3	4	4	3	4	3	4	2	5	2	3	3	2	1	1	4	1	4	2	4	2	4	5
13572	3	23	2	1	3	1	PT	4	5	2	3	2	3	3	3	2	5	3	3	4	3	4	4	4	4	4	4	1	3	1	4	3	3	3	4	4	2	2	1	4	3	3	2	4	3	3	3	4	3	4	1	3	2	3	4	3	3
13573	4	26	2	1	1	1	IN	4	1	5	5	3	1	5	1	5	1	1	5	1	5	1	1	2	1	1	5	1	5	1	5	1	5	1	5	5	5	1	5	3	5	3	5	1	1	1	1	3	1	5	1	5	1	5	1	3	5
13574	3	17	1	2	1	5	US	1	5	3	4	3	4	1	3	4	5	5	2	5	1	4	3	3	3	4	5	1	5	1	5	2	4	1	4	5	4	5	1	5	1	4	1	5	1	5	5	4	1	5	1	4	1	4	4	5	5
13575	3	22	2	1	1	1	PT	4	2	5	2	4	2	5	3	5	3	1	4	4	3	1	2	2	2	1	3	4	5	2	4	2	3	1	3	4	4	4	4	4	4	3	4	3	3	2	3	4	2	4	2	4	2	4	2	3	5
13576	3	26	2	1	1	1	IT	4	3	4	3	3	3	5	2	3	4	4	3	5	2	2	5	3	2	4	3	3	3	4	2	4	2	3	2	2	4	3	4	4	2	4	4	4	4	4	5	4	4	5	4	4	1	4	3	4	5
13577	3	15	1	2	1	1	AU	3	3	4	3	2	2	3	5	2	5	3	4	3	2	3	3	2	3	4	4	2	3	4	5	1	3	1	5	5	2	2	4	3	3	1	5	2	4	1	3	4	1	4	1	4	1	3	4	3	5
13578	3	24	2	1	1	1	PT	2	3	5	3	3	1	2	2	4	5	2	4	3	3	2	2	3	1	1	5	3	4	2	3	3	3	2	4	4	1	4	3	4	3	4	4	3	4	4	5	4	2	3	1	4	2	4	4	5	5
13579	3	23	2	1	1	1	GB	3	5	3	3	2	5	2	2	5	3	2	3	4	3	2	2	2	3	2	2	4	4	2	4	3	5	2	3	4	2	2	4	3	3	3	4	3	3	2	3	3	2	4	2	2	1	4	4	3	3
13580	3	28	1	1	1	1	GB	1	3	2	5	3	3	3	5	1	5	5	1	5	1	5	5	5	5	5	5	3	3	3	4	2	4	2	4	4	3	1	5	4	5	1	5	4	5	1	5	5	1	5	1	5	1	5	5	5	5
13581	6	27	2	1	1	1	DZ	3	3	2	5	2	4	4	4	2	5	2	5	4	5	4	1	3	2	1	3	4	4	1	3	4	4	4	3	2	4	3	4	4	5	2	5	2	4	2	2	3	2	5	3	5	1	4	2	3	5
13582	5	26	2	1	1	1	FR	3	3	2	3	5	2	5	2	5	5	3	2	2	2	1	1	4	2	3	3	4	2	1	4	1	4	1	3	5	3	2	3	3	4	2	1	1	1	5	5	2	1	3	1	5	1	5	3	5	5
13583	3	38	1	1	2	1	AU	2	4	2	4	1	4	1	4	3	5	3	3	5	4	4	3	2	1	2	2	2	2	1	4	4	4	4	2	4	3	4	1	5	2	4	1	5	2	5	4	5	3	3	2	3	2	3	4	4	3
13584	0	18	1	2	1	1	GB	3	2	4	2	4	3	5	2	5	4	4	4	4	5	5	5	5	5	2	4	2	5	1	5	1	5	1	5	5	4	2	1	4	2	1	4	5	4	3	3	4	2	5	4	5	1	3	4	4	5
13585	3	20	1	1	1	1	GB	3	2	4	3	3	4	3	2	4	5	1	4	2	4	1	2	2	1	1	1	1	4	3	5	2	3	1	3	4	4	3	3	4	2	1	1	3	3	1	4	4	1	5	2	5	1	5	4	4	5
13586	3	24	2	1	1	5	HR	3	4	5	4	3	2	3	5	2	4	1	5	2	5	1	1	1	1	1	1	5	4	2	5	1	5	2	4	4	4	3	5	1	4	3	4	4	4	1	5	4	1	3	1	3	4	5	4	2	3
13587	3	19	1	1	1	1	GB	3	3	3	3	4	2	3	3	3	4	5	3	4	1	3	4	4	3	3	4	2	4	4	2	2	3	4	3	3	3	4	2	3	4	2	3	4	3	2	3	5	2	5	2	4	1	3	4	4	4
13588	3	29	2	1	2	1	IT	2	1	4	2	5	1	2	1	4	1	1	5	1	1	1	1	2	1	1	2	2	5	2	4	2	2	1	4	5	4	3	5	3	3	2	4	2	2	2	3	5	1	4	1	5	1	5	4	5	5
13589	3	19	2	1	1	1	IT	3	3	3	3	2	2	3	4	5	4	3	2	5	1	3	2	4	4	4	5	2	3	4	4	2	4	2	4	5	5	4	2	2	2	3	2	3	2	3	4	3	1	4	1	4	1	3	3	5	4
13590	3	70	1	2	2	1	US	4	1	5	1	5	1	5	2	4	1	2	5	1	2	1	1	2	1	1	2	1	5	2	5	1	5	1	5	5	5	4	4	4	2	4	1	5	1	3	4	5	1	5	5	5	1	5	4	5	5
13591	11	20	1	1	2	1	US	5	2	2	4	4	2	1	3	4	4	2	2	4	2	2	5	3	2	4	4	4	3	3	4	3	4	3	2	3	3	2	3	4	4	2	5	3	2	2	3	3	2	4	3	4	2	4	2	4	5
13592	11	18	2	2	1	5	PH	1	3	2	3	1	3	2	4	2	5	2	2	4	3	5	4	3	4	5	5	5	2	2	4	4	5	3	2	5	3	3	2	2	2	3	3	4	3	4	2	2	2	4	2	3	2	3	1	4	3
13593	3	24	2	1	2	1	IT	2	3	2	3	4	3	2	2	4	4	4	2	4	4	4	4	4	4	3	4	3	4	1	4	3	3	3	2	3	3	4	4	4	2	2	5	4	3	2	3	5	2	4	3	4	2	4	4	5	4
13594	3	18	1	2	1	1	GB	5	2	4	3	3	1	5	3	5	5	5	3	5	4	1	5	4	4	3	3	1	4	1	5	2	5	1	5	5	4	3	4	5	2	1	3	4	2	3	4	3	1	4	1	3	2	4	4	5	4
13595	4	20	2	2	1	1	IN	1	4	4	4	2	4	3	3	5	5	4	3	5	5	5	5	5	4	4	2	4	4	1	5	3	5	3	3	4	3	3	5	5	3	3	5	4	4	3	3	2	2	4	1	4	3	4	2	5	3
13596	4	22	2	1	1	1	IN	5	1	5	1	2	4	5	4	5	3	4	5	5	3	3	3	4	2	2	1	2	5	2	4	2	4	2	2	5	5	4	4	5	5	3	4	2	4	1	5	1	3	1	2	4	2	2	3	2	4
13597	3	20	1	1	1	1	GB	2	4	4	3	4	2	4	3	4	3	2	4	3	2	3	2	4	4	2	3	2	4	3	3	3	2	2	4	2	4	1	2	4	4	1	4	4	3	1	3	3	3	5	2	4	1	4	3	4	4
13598	3	17	1	2	1	1	NZ	3	1	5	2	5	1	4	3	4	4	5	4	5	2	4	4	4	4	4	3	1	5	3	5	2	4	2	4	5	5	3	5	5	5	2	4	3	4	3	4	5	2	5	1	4	2	4	5	5	4
13599	3	19	1	2	1	1	AU	3	3	3	4	4	3	4	4	1	4	4	3	4	3	2	3	3	3	4	3	3	3	2	3	2	1	2	4	2	4	3	3	4	3	3	1	3	3	3	3	5	3	4	3	3	1	4	4	4	3
13600	3	15	1	1	1	1	AU	1	4	2	3	3	3	2	4	2	2	2	4	1	4	1	1	2	2	3	2	5	1	4	1	5	2	5	2	2	1	4	3	4	1	3	2	5	3	4	4	4	2	2	2	4	5	4	4	2	3
13601	1	36	1	2	1	2	US	3	5	2	2	4	2	3	1	1	4	2	5	2	1	2	2	1	1	2	1	1	5	1	5	5	5	1	5	5	5	5	2	5	1	5	2	5	1	5	5	4	1	5	1	5	5	5	3	5	5
13602	11	15	2	2	1	1	AU	1	3	3	4	3	2	2	2	5	4	5	3	4	2	4	3	4	3	3	3	2	4	4	5	2	4	3	3	5	3	3	2	5	2	2	4	3	2	3	3	4	2	4	1	4	2	4	4	4	4
13603	3	31	1	2	1	1	GB	3	2	4	2	5	2	5	3	3	3	4	3	3	2	3	5	4	3	4	3	2	4	3	3	2	5	3	4	5	3	2	3	3	2	3	5	3	3	3	3	5	2	5	2	4	1	3	4	4	5
13604	11	1982	2	1	1	1	PH	1	1	1	5	5	1	5	1	1	1	5	1	5	1	5	5	1	1	5	5	5	5	1	5	1	5	1	5	5	5	5	1	5	1	5	1	5	1	5	5	5	5	5	1	5	1	5	1	1	5
13605	3	14	1	1	1	1	US	4	2	4	2	5	2	5	2	5	2	4	4	3	3	2	3	3	2	2	2	2	5	2	4	2	5	2	4	4	4	3	5	4	2	2	5	2	2	2	3	5	2	5	2	4	1	5	5	4	5
13606	3	30	2	1	1	1	ES	1	5	3	5	1	3	1	5	1	5	5	4	5	3	4	3	1	1	1	3	3	1	1	3	5	1	5	1	3	3	1	3	1	1	5	1	1	3	1	5	5	1	3	1	3	1	3	5	3	2
13607	1	24	2	1	1	1	PH	3	2	2	2	5	2	5	3	3	3	2	4	4	3	2	3	3	3	2	3	4	5	4	4	2	3	1	4	4	5	3	1	4	3	2	2	4	3	3	3	4	1	4	1	3	2	3	3	5	4
13608	3	33	2	1	2	1	IT	2	4	3	4	3	4	2	4	4	3	2	4	4	3	1	2	2	2	2	2	3	3	2	3	4	4	4	3	3	3	4	5	4	2	2	4	2	2	4	4	4	3	3	4	3	3	4	4	5	3
13609	5	18	2	1	1	1	IL	2	5	2	4	2	3	2	1	2	4	1	4	2	3	2	2	4	3	4	2	5	2	4	2	4	2	4	3	4	3	2	2	4	4	2	2	3	2	2	2	4	3	4	3	3	1	3	4	4	3
